Iteration,Loss
13500,0.06603303236333886
13600,0.054541138894055624
13700,0.05837039803620428
13800,0.05951981747872196
13900,0.06540234577434603
14000,0.05625693488986144
14100,0.056817041580507065
14200,0.041054772831266746
14300,0.0662612575595267
14400,0.06072473106025427
14500,0.06389954835933168
14600,0.0678764622946619
14700,0.07130404363386333
14800,0.056892660721132415
14900,0.058714186698634874
15000,0.07641240950673818
15100,0.06350892722024583
15200,0.07089045239059487
15300,0.076129168580228
15400,0.06243618568070815
15500,0.048006031799595804
15600,0.05653420978323993
15700,0.06213260501452169
15800,0.048681372336159254
15900,0.06078101604012773
16000,0.05766784760504379
16100,0.05853951340977801
16200,0.059993025810690596
16300,0.044532932725851425
16400,0.043408739292644896
16500,0.06032614663559798
16600,0.06178133861394599
16700,0.07216752589745738
16800,0.05288610072253505
16900,0.07511982636118773
17000,0.05182531463942723
17100,0.04335425983503228
17200,0.06128865590420901
17300,0.0501241192179441
17400,0.04810868529835716
17500,0.049155670349427964
17600,0.05924683219302097
17700,0.04655219082545955
17800,0.050145865514932664
17900,0.05365526946668979
18000,0.05428578156112053
18100,0.04992205569462385
18200,0.04736110264806484
18300,0.044165496285118025
18400,0.04437146873096935
18500,0.059852281522908016
18600,0.06275692471070216
18700,0.0672982149010204
18800,0.03447970049310243
18900,0.07099288723722566
19000,0.06292247645706084
19100,0.05685600895711104
19200,0.06051125874742866
19300,0.059062208000577814
19400,0.06724066696275259
19500,0.05926916053373134
19600,0.04693877589073964
19700,0.07029929612239356
19800,0.05022682672170049
19900,0.060299652645844616
20000,0.05928806213400094
20100,0.04492091216321569
20200,0.0698945103008009
20300,0.06186990821224754
20400,0.03939867272099946
20500,0.049839198195550126
20600,0.037478285524412056
20700,0.03966000083426479
20800,0.04808729757467518
20900,0.05138972066808492
21000,0.04623271931661293
21100,0.047969974103034475
21200,0.03984343816075125
21300,0.055356490799458695
21400,0.04599793482120731
21500,0.04790768293722067
21600,0.04660754590579017
21700,0.05056794688091031
21800,0.05687814890479785
21900,0.03454694681437104
22000,0.050402593436301685
22100,0.04415717688054428
22200,0.07302381558227353
22300,0.06181903795120888
22400,0.03930527121177874
22500,0.04726205515282345
22600,0.049023146642721255
22700,0.03972931602704193
22800,0.04693491733101837
22900,0.05004248646335327
23000,0.06747579318238422
23100,0.04738279452285497
23200,0.041293998551300316
23300,0.037241248305072076
23400,0.041241619607899335
23500,0.05922767241718248
23600,0.04670965306460857
23700,0.05387573018088006
23800,0.05318773886159761
23900,0.06150596418330679
24000,0.043357890362967735
24100,0.048218099873920436
24200,0.04592205383029068
24300,0.055970156186958775
24400,0.054234186871581186
24500,0.05337782265385613
24600,0.05095210776144086
24700,0.0579320192016894
24800,0.06028383307482727
24900,0.04860200887243991
25000,0.04645892081956845
25100,0.04954092855550698
25200,0.05654664939647773
25300,0.03904455083771609
25400,0.044148036176775346
25500,0.036647278197197014
25600,0.051227941740799
25700,0.051835186015232466
25800,0.04969006153849478
25900,0.039116157785028915
26000,0.04601068180054426
26100,0.05486359020404052
26200,0.06920353960886132
26300,0.04316046343767084
26400,0.046502837824227754
26500,0.04215762979583815
26600,0.047829427328979365
26700,0.0473637058991153
26800,0.03913569155498408
26900,0.05015501919217059
27000,0.04187320037191967
27100,0.04175379534484819
27200,0.04215713423909619
27300,0.04715221532969736
27400,0.045664314799905695
27500,0.05487519682738366
27600,0.05416101720416919
27700,0.03834896193176974
27800,0.034140156724315605
27900,0.04500925440399442
28000,0.04498109789761656
28100,0.04791620540143868
28200,0.05940749221714214
28300,0.03480485928157577
28400,0.03718983154030866
28500,0.03977357192299678
28600,0.04162530646350206
28700,0.05058956307417248
28800,0.058968228177946
28900,0.04380766968097305
29000,0.051320188408717514
29100,0.04715350239505824
29200,0.04666004476006492
29300,0.03695364990097005
29400,0.047966650572925575
29500,0.040199063676118384
29600,0.04609220981335966
29700,0.045850763593334704
29800,0.042453566184267405
29900,0.03732481844519498
30000,0.03819810800341657
30100,0.04669041901477613
30200,0.048049978137132715
30300,0.04573830728779285
30400,0.03249371847836301
30500,0.04679226900683716
30600,0.03725872990315111
30700,0.03902175801908015
30800,0.03686940156170749
30900,0.039489246165703665
31000,0.053573654480933326
31100,0.04276127882301808
31200,0.06791679045651108
31300,0.04799848190625198
31400,0.04822488591977162
31500,0.04338865910074673
31600,0.047705144466017375
31700,0.033265570965013466
31800,0.0348293016909156
31900,0.03685217215446755
32000,0.04559436320167151
32100,0.039267071165377275
32200,0.042703003232600165
32300,0.04780353718408151
32400,0.03717932441548328
32500,0.05267958708369406
32600,0.04186670666444115
32700,0.051929450197858384
32800,0.06066404644254362
32900,0.04674007178648026
33000,0.041264306051307355
33100,0.034463980606524273
33200,0.047589706720536924
33300,0.04731440322851995
33400,0.0431809250684455
33500,0.04966740213916637
33600,0.045027380015235395
33700,0.03837604325002758
33800,0.033634199098160025
33900,0.039780047035892496
34000,0.033746665638900594
34100,0.036997293485328556
34200,0.04784668471591431
34300,0.037136635406059215
34400,0.04715303452074295
34500,0.0354424613500305
34600,0.0380738532988471
34700,0.04535124601854477
34800,0.041138449217105515
34900,0.04719342651515035
35000,0.038716184039076326
35100,0.03740130726313509
35200,0.03473330779757816
35300,0.0524483539252833
35400,0.03188475856204605
35500,0.06899666430283105
35600,0.04657748945610365
35700,0.03950395607156679
35800,0.049871720960654786
35900,0.03927360478999617
36000,0.04576203061442356
36100,0.040615509212657344
36200,0.03789061901334208
36300,0.03832352927442116
36400,0.041391117701423355
36500,0.03841722135082819
36600,0.0316418732884631
36700,0.038994260815234154
36800,0.04750707791230525
36900,0.03137025287738652
37000,0.03570493647355761
37100,0.047212778998655267
37200,0.04012451164890081
37300,0.03326435965194832
37400,0.04697064315027091
37500,0.04563069307361729
37600,0.046323978644040836
37700,0.04467110622368636
37800,0.038575500572915186
37900,0.041117426187556705
38000,0.04507633469576831
38100,0.03433711662219139
38200,0.039996755203264914
38300,0.03684330550502637
38400,0.03434942872263491
38500,0.04005593316062004
38600,0.04640465014439542
38700,0.052113297522357695
38800,0.03771031515672803
38900,0.03748201245030941
39000,0.03259883664431982
39100,0.03407456464010465
39200,0.04423587603290798
39300,0.045759637736773585
39400,0.04380019635427743
39500,0.040343156452254336
39600,0.036557539671848646
39700,0.04231173370731994
39800,0.0418478953425074
39900,0.038766328182828144
40000,0.02764442769577727
40100,0.04321106674469775
40200,0.034791852682537865
40300,0.03817734783660853
40400,0.03772292716654192
40500,0.03618463576887734
40600,0.03009622161684092
40700,0.03314247324829921
40800,0.03905098258703219
40900,0.052396381729922725
41000,0.04863499806670006
41100,0.0493562495301012
41200,0.037569832404115
41300,0.03304640441419906
41400,0.04006692038063193
41500,0.04715922179260815
41600,0.034216472629123015
41700,0.038186861435315224
41800,0.04348980883281911
41900,0.044130337694950866
42000,0.04328475537957274
42100,0.03660393985832343
42200,0.035052384401788005
42300,0.04825431113291415
42400,0.03343911095202202
42500,0.04251180144958198
42600,0.035668238401121925
42700,0.05038417416250013
42800,0.043148589067641296
42900,0.03766744136810303
43000,0.03485378016868481
43100,0.030676232783080196
43200,0.03664029923558701
43300,0.028663558776461286
43400,0.03397837978885945
43500,0.04736176472681109
43600,0.03706353568151826
43700,0.03406934192797053
43800,0.045958843249973146
43900,0.04787968761309457
44000,0.039571776189995946
44100,0.03013311017304659
44200,0.029133829854836223
44300,0.03387863293290138
44400,0.03384005235267978
44500,0.035243710780778204
44600,0.03185301156561764
44700,0.03366148847038858
44800,0.028784466822980904
44900,0.03928171621235379
45000,0.03386479912434879
45100,0.03804404019727372
45200,0.03479444452605094
45300,0.023834208472242154
45400,0.038338894744883875
45500,0.03836486234678887
45600,0.030011058539384974
45700,0.038702668626885955
45800,0.037757925344485556
45900,0.03670726377968094
46000,0.03722267268720316
46100,0.03417950641247444
46200,0.044548800517655425
46300,0.04481144544155541
46400,0.032179395185085016
46500,0.03378703728725668
46600,0.03562917399518483
46700,0.03503934339678381
46800,0.03831540458602831
46900,0.0359577074914705
47000,0.04088831010335525
47100,0.03465299061354017
47200,0.03277534702661797
47300,0.040533133998251286
47400,0.031364216665824646
47500,0.03821447525449912
47600,0.03924479145727673
47700,0.04999647077958798
47800,0.03333969572209753
47900,0.031547235392208675
48000,0.03644271832010418
48100,0.04897387338482076
48200,0.0420124510070309
48300,0.029170395191467833
48400,0.045332562979892826
48500,0.02959283007396152
48600,0.046774124498624586
48700,0.035927238569383915
48800,0.029994204819377045
48900,0.035354019562655596
49000,0.032810056138332586
49100,0.029703777530230582
49200,0.03623600628223358
49300,0.027042788760300026
49400,0.03336919050663709
49500,0.03768524507380789
49600,0.03548324634437449
49700,0.028203298042499228
49800,0.032879088181070985
49900,0.029658910487632965
50000,0.03245766865264159
50100,0.03481743834341614
50200,0.0282921158333329
50300,0.034324149222084085
50400,0.02983938649038464
50500,0.03002271375276905
50600,0.03544703835264954
50700,0.03891066988875536
50800,0.0459235610847827
50900,0.038280599445060945
51000,0.03252228037948953
51100,0.039328502212738384
51200,0.03277869760269823
51300,0.031979225602990484
51400,0.03922343764977995
51500,0.03623007824047818
51600,0.04413885143803782
51700,0.037841851632401814
51800,0.034749475205899216
51900,0.033104065866209564
52000,0.04024906102597015
52100,0.0342374148577801
52200,0.04173753551556729
52300,0.02902005564974388
52400,0.039982529126718874
52500,0.025733696255920223
52600,0.04166918717142835
52700,0.032310566594860576
52800,0.04270420867709618
52900,0.032456637485811374
53000,0.03739960796585365
53100,0.034590349412392245
53200,0.03306171876422013
53300,0.03050002843257971
53400,0.03713934037339641
53500,0.03670517315666075
53600,0.03955683354659414
53700,0.04598777321714806
53800,0.028401819746068212
53900,0.03212742053645343
54000,0.03421929765783716
54100,0.03614881174842594
54200,0.030813323563888842
54300,0.03797350191685837
54400,0.03276945555000566
54500,0.050823397294007006
54600,0.04047966349928174
54700,0.038544957119884204
54800,0.03248652113834396
54900,0.033114443839731396
55000,0.03867166937503498
55100,0.0317847387547954
55200,0.031018676459934794
55300,0.026181645657015907
55400,0.03397701265232172
55500,0.03400755734764971
55600,0.03659354596384219
55700,0.031215284421341492
55800,0.036175341201451376
55900,0.030516943172042375
56000,0.03165026834700257
56100,0.03235368135123281
56200,0.04485363801650237
56300,0.03819157910184003
56400,0.03796365244842491
56500,0.03180223082163138
56600,0.027873080056742765
56700,0.02705442306221812
56800,0.03092390794248786
56900,0.04974889449775219
57000,0.03145999572589062
57100,0.02758814383276331
57200,0.03056179503866588
57300,0.0273173995417892
57400,0.03279966476984555
57500,0.03606456037174212
57600,0.03373308946604084
57700,0.03414404405688401
57800,0.05128567582032702
57900,0.03485533796186246
58000,0.03738907462451607
58100,0.029044797014212236
58200,0.029197597654856508
58300,0.03368136235520069
58400,0.026256818601395934
58500,0.03487918325001374
58600,0.03619089410232846
58700,0.03836216361218248
58800,0.027500374628580175
58900,0.031998102057768846
59000,0.029881888687668834
59100,0.03409949694714669
59200,0.036108392800961155
59300,0.035208343589256404
59400,0.03645329892693553
59500,0.04603234981739661
59600,0.035496961032622495
59700,0.028522978953114942
59800,0.03553110689739697
59900,0.03191962872864679
60000,0.029868805457372218
60100,0.028774372895713895
60200,0.03458219920401461
60300,0.03562958707159851
60400,0.02871273759374162
60500,0.029159808767726645
60600,0.03460688585466642
60700,0.032746459140325895
60800,0.028524705507443286
60900,0.03702902616118081
61000,0.03998774498209059
61100,0.04517078729695641
61200,0.04329591468238505
61300,0.03770685178809799
61400,0.028840337791589263
61500,0.04417644007131458
61600,0.04518054289070278
61700,0.028810110587946837
61800,0.03571428807772463
61900,0.03198802351143968
62000,0.0385750610937248
62100,0.03457500482368232
62200,0.029594503679472837
62300,0.03918888274871279
62400,0.040026699916925285
62500,0.03278884696781461
62600,0.042080148491222644
62700,0.02422842494517681
62800,0.03173332786303945
62900,0.035907354386581575
63000,0.037271055624005386
63100,0.045711932735866864
63200,0.04110103133989469
63300,0.0374376928973652
